id,date,value
CAN-NU,2021-05-18,30025
CAN-NU,2021-05-25,31157
CAN-NU,2021-06-01,32196
CAN-NU,2021-06-11,33592
CAN-NU,2021-06-14,33817
CAN-NU,2021-06-15,33958
CAN-ON,2020-12-21,2000
CAN-ON,2020-12-23,5250
CAN-ON,2020-12-24,8990
CAN-ON,2020-12-27,10756
CAN-ON,2020-12-29,14000
CAN-ON,2020-12-30,18603
CAN-ON,2020-12-31,25823
CAN-ON,2021-01-01,28887
CAN-ON,2021-01-02,33191
CAN-ON,2021-01-03,37551
CAN-ON,2021-01-04,42419
CAN-ON,2021-01-05,50030
CAN-ON,2021-01-06,60380
CAN-ON,2021-01-07,72631
CAN-ON,2021-01-08,87563
CAN-ON,2021-01-09,103263
CAN-ON,2021-01-10,113246
CAN-ON,2021-01-12,133553
CAN-ON,2021-01-13,144784
CAN-ON,2021-01-14,159021
CAN-ON,2021-01-15,174630
CAN-ON,2021-01-16,189090
CAN-ON,2021-01-17,200097
CAN-ON,2021-01-18,209788
CAN-ON,2021-01-19,224134
CAN-ON,2021-01-20,237918
CAN-ON,2021-01-21,253817
CAN-ON,2021-01-22,264985
CAN-ON,2021-01-23,276146
CAN-ON,2021-01-24,280573
CAN-ON,2021-01-25,286110
